SECTOR F,Fermi Bubbles,,,,,ANALYSIS,
Regime,Count,Description,,,,,
F. Fermi Bubbles,10,Fermi Bubbles,,,,Cumulative,
Target Coordinate,RA,DEC,start_xyz,search_radius,Type,Closest OFFSET,0.02
18h05m57.48s -42d59m26.01s,1.0828,1.1982,Baryonic Metric Substrate,44.81,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m58.19s -42d59m25.95s,0.2732,26.7811,Gasious Substrate Schema,45.72,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.69s -42d59m30.23s,0.2464,8.8012,Gasious Substrate Schema,47.81,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m05.05s -43d00m03.14s,0.6124,1.3835,Metric Spacetime Anomaly,48.84,MATCH: UCAC4 236-151833 (*),,
18h05m58.02s -42d59m27.51s,0.2575,310.295,Gasious Substrate Schema,43.85,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.23s -42d59m44.98s,0.4893,41.0292,Metric Spacetime Anomaly,40.52,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m56.17s -42d59m45.82s,0.4779,766.2787,Localized Torsional Inflection,28.32,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m02.62s -43d00m15.23s,0.4053,42.6127,Trefoil Metric Schema,57.6,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m01.72s -43d00m36.08s,0.3034,1.9882,Solenoidal Metric Schema (Iron),53.86,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m02.25s -42d59m34.70s,0.3343,223.3093,Helical Metric Schema,44.17,MATCH: UCAC4 236-151833 (*),,
18h06m00.51s -42d59m23.28s,0.4896,14.0897,Metric Spacetime Anomaly,45.22,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h06m02.85s -42d59m22.97s,0.4855,174.1382,Metric Spacetime Anomaly,33.93,MATCH: UCAC4 236-151833 (*),,
18h06m02.26s -42d59m59.61s,0.2363,58.6489,Gasious Substrate Schema,54.64,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m57.17s -42d59m49.02s,0.3005,14.0343,Solenoidal Metric Schema (Iron),21.91,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m57.30s -43d00m48.42s,0.3419,18.1705,Helical Metric Schema,16.96,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h06m00.11s -42d59m52.58s,0.206,5.7002,Minkowskian Baseline,35.02,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m56.27s -42d59m37.40s,0.2147,45.8392,Minkowskian Baseline,35.57,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m57.18s -43d00m25.07s,0.412,35.3585,Trefoil Metric Schema,14.44,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.77s -42d59m26.88s,0.2497,45.9081,Gasious Substrate Schema,46.78,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h05m58.26s -42d59m34.62s,0.4428,7.4335,Trefoil Metric Schema,37.44,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.39s -43d00m28.85s,0.8232,97.8371,Baryonic Metric Substrate,37.58,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m57.64s -43d00m21.16s,0.2587,340.1802,Localized Torsional Inflection,10.73,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m02.88s -42d59m58.19s,0.2962,7.6548,Solenoidal Metric Schema (Iron),54.07,MATCH: UCAC4 236-151833 (*),,
18h06m02.17s -42d59m44.20s,0.2493,74.9238,Gasious Substrate Schema,49.83,MATCH: UCAC4 236-151833 (*),,
18h05m57.18s -42d59m42.18s,0.2508,32.1112,Gasious Substrate Schema,28.71,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.05s -42d59m35.60s,0.2354,7.7215,Gasious Substrate Schema,39.67,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.05s -42d59m27.56s,0.2671,29.8393,Gasious Substrate Schema,51.64,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h05m58.57s -42d59m57.18s,0.5559,84.8915,Localized Torsional Inflection,18.84,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.63s -42d59m44.05s,0.2391,16.1102,Gasious Substrate Schema,36.37,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.31s -42d59m27.39s,0.1651,107.7363,Minkowskian Baseline,48.28,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m58.92s -42d59m26.12s,0.3132,108.0381,Solenoidal Metric Schema (Iron),47.76,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.65s -43d00m52.57s,0.6984,11.5795,Metric Spacetime Anomaly,53.29,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h05m59.77s -42d59m36.18s,0.8757,198.2616,Baryonic Metric Substrate,43.4,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m55.92s -42d59m59.44s,0.51,21.8909,Metric Spacetime Anomaly,19.68,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m04.68s -42d59m35.71s,0.6393,125.9244,Localized Torsional Inflection,24.32,MATCH: UCAC4 236-151833 (*),,
18h06m03.31s -42d59m35.41s,0.3687,3.2183,Trefoil Metric Schema,34.55,MATCH: UCAC4 236-151833 (*),,
18h05m59.29s -42d59m35.52s,0.1847,73.4613,Minkowskian Baseline,41.01,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m56.81s -43d00m33.72s,0.2922,191.2682,Solenoidal Metric Schema (Iron),12.37,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h06m04.46s -42d59m33.31s,0.2339,185.2436,Gasious Substrate Schema,23.8,MATCH: UCAC4 236-151833 (*),,
18h05m55.26s -43d00m21.36s,0.3854,127.7295,Trefoil Metric Schema,20.97,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h05m58.24s -42d59m07.66s,0.2472,100.9764,Gasious Substrate Schema,36.77,MATCH: Gaia DR3 6724366966624159488 (WD?),,
18h05m57.91s -43d00m45.94s,0.1755,23.2393,Minkowskian Baseline,22.52,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h05m57.66s -42d59m28.35s,0.1768,14.5578,Minkowskian Baseline,42.56,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m03.25s -42d59m26.95s,0.5975,5.7183,Metric Spacetime Anomaly,30.97,MATCH: UCAC4 236-151833 (*),,
18h06m03.26s -42d59m31.32s,0.2421,111.9671,Gasious Substrate Schema,32.79,MATCH: UCAC4 236-151833 (*),,
18h06m04.28s -42d59m42.37s,0.8509,49.0879,Baryonic Metric Substrate,32.29,MATCH: UCAC4 236-151833 (*),,
18h06m01.28s -42d59m35.17s,0.44,81.8894,Trefoil Metric Schema,52.07,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h05m54.95s -43d00m05.31s,0.2076,104.7051,Minkowskian Baseline,27.27,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m02.63s -43d00m17.01s,1.0724,10.9007,Baryonic Metric Substrate,57.87,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.79s -42d59m35.82s,0.2427,639.4092,Localized Torsional Inflection,43.82,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.93s -42d59m54.75s,0.2861,63.8033,Solenoidal Metric Schema (Iron),42.08,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m56.08s -43d00m34.07s,0.4705,87.7271,Localized Torsional Inflection,7.29,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h05m56.46s -42d59m44.53s,0.3519,37.3558,Helical Metric Schema,28.17,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m55.90s -43d00m21.21s,0.373,5.8022,Trefoil Metric Schema,19.32,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.24s -42d59m52.93s,0.2352,23.973,Gasious Substrate Schema,27.09,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m01.15s -42d59m28.66s,0.2199,204.6654,Minkowskian Baseline,46.52,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h06m02.72s -42d59m54.43s,0.2287,97.7284,Gasious Substrate Schema,52.26,MATCH: UCAC4 236-151833 (*),,
18h05m56.45s -42d59m47.49s,0.394,76.5297,Trefoil Metric Schema,25.47,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.79s -42d59m27.03s,0.3293,18.2558,Helical Metric Schema,51.12,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m03.28s -42d59m21.75s,0.5365,12.6364,Metric Spacetime Anomaly,29.06,MATCH: UCAC4 236-151833 (*),,
18h06m01.54s -43d00m39.58s,0.5001,64.3505,Metric Spacetime Anomaly,53.9,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m57.38s -42d59m55.66s,0.1551,357.9649,Minkowskian Baseline,15.15,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m03.02s -43d00m03.22s,0.2428,198.4925,Gasious Substrate Schema,57.3,MATCH: UCAC4 236-151833 (*),,
18h06m03.47s -42d59m29.67s,0.2506,4.8524,Gasious Substrate Schema,29.97,MATCH: UCAC4 236-151833 (*),,
18h06m00.11s -43d00m09.72s,0.3945,20.6722,Trefoil Metric Schema,29.92,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.57s -42d59m52.43s,0.584,50.1709,Metric Spacetime Anomaly,30.21,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.21s -43d00m26.66s,0.541,246.2873,Localized Torsional Inflection,34.81,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m58.32s -43d00m21.10s,0.206,97.2806,Minkowskian Baseline,14.54,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m01.78s -42d59m35.42s,0.3428,92.242,Helical Metric Schema,49.14,MATCH: UCAC4 236-151833 (*),,
18h06m02.79s -42d59m41.05s,0.2692,11.4911,Gasious Substrate Schema,42.5,MATCH: UCAC4 236-151833 (*),,
18h06m02.17s -43d00m25.74s,0.3984,145.3791,Trefoil Metric Schema,54.58,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m02.30s -42d59m46.86s,0.3888,109.3948,Trefoil Metric Schema,50.32,MATCH: UCAC4 236-151833 (*),,
18h05m59.70s -42d59m23.74s,0.4993,122.0411,Metric Spacetime Anomaly,51.13,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h06m03.31s -43d00m13.07s,0.2551,38.489,Gasious Substrate Schema,58.1,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h06m04.39s -43d00m34.61s,0.5584,184.1767,Metric Spacetime Anomaly,35.79,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h06m03.11s -43d00m03.94s,0.3221,206.2801,Helical Metric Schema,57.39,MATCH: UCAC4 236-151833 (*),,
18h05m58.02s -43d00m40.47s,0.3044,18.4561,Solenoidal Metric Schema (Iron),23.21,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h05m57.30s -43d00m23.01s,0.372,26.0352,Trefoil Metric Schema,12.24,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m58.68s -43d00m43.01s,0.6562,101.321,Metric Spacetime Anomaly,30.5,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h05m58.74s -42d59m50.81s,0.2857,5.5196,Solenoidal Metric Schema (Iron),24.92,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m55.77s -42d59m49.72s,0.2707,200.2602,Localized Torsional Inflection,27.54,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m57.33s -43d00m21.53s,0.2367,28.967,Gasious Substrate Schema,10.74,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.53s -42d59m42.87s,0.4633,190.5739,Metric Spacetime Anomaly,44.4,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m58.45s -42d59m49.84s,0.4223,118.0591,Trefoil Metric Schema,24,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m56.03s -43d00m08.64s,0.265,83.2545,Gasious Substrate Schema,15.02,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.49s -43d00m34.53s,0.2128,14.1154,Minkowskian Baseline,41.51,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m03.07s -43d00m28.32s,0.2329,27.5284,Gasious Substrate Schema,51.52,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h05m59.75s -43d00m39.96s,0.3176,3.7089,Solenoidal Metric Schema (Iron),39.03,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m01.31s -43d00m44.50s,0.4561,169.0336,Metric Spacetime Anomaly,54.67,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m55.98s -42d59m26.36s,0.273,42.9214,Gasious Substrate Schema,47.04,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m04.90s -43d00m20.60s,0.7554,310.2171,Metric Spacetime Anomaly,40.57,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h06m01.90s -43d00m23.85s,0.3781,21.8736,Trefoil Metric Schema,51.22,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m02.00s -42d59m23.75s,0.175,450.7239,Minkowskian Baseline,38.85,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h06m00.48s -43d00m30.06s,0.4219,108.6188,Trefoil Metric Schema,39.03,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.22s -42d59m58.58s,0.3171,44.7354,Solenoidal Metric Schema (Iron),23.56,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m58.23s -42d59m58.02s,0.7214,134.0244,Metric Spacetime Anomaly,15.8,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m57.96s -42d59m43.79s,0.9752,34.0101,Baryonic Metric Substrate,27.74,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m01.38s -43d00m03.19s,0.2964,2.5278,Solenoidal Metric Schema (Iron),44.49,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.53s -42d59m33.15s,0.3065,153.3359,Solenoidal Metric Schema (Iron),51.08,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m04.55s -43d00m07.28s,0.4516,75.2626,Metric Spacetime Anomaly,53.59,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h05m57.92s -43d00m41.60s,0.3215,222.2077,Helical Metric Schema,22.11,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h05m59.53s -43d00m56.77s,0.2184,310.7502,Minkowskian Baseline,42.74,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h05m55.22s -43d00m18.85s,0.2434,119.7956,Gasious Substrate Schema,23.49,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h05m55.69s -42d59m44.09s,0.2161,7.5535,Minkowskian Baseline,32.55,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m01.15s -42d59m38.39s,0.1707,452.204,Minkowskian Baseline,52.51,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.17s -43d00m52.26s,0.3136,55.2355,Solenoidal Metric Schema (Iron),37.51,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h06m01.93s -43d00m35.47s,0.3654,127.3295,Trefoil Metric Schema,55.63,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.84s -42d59m19.67s,0.3038,77.9805,Solenoidal Metric Schema (Iron),47.12,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h05m59.37s -42d59m44.60s,0.229,57.6958,Gasious Substrate Schema,34.08,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m55.52s -43d00m06.40s,0.1917,130.7609,Minkowskian Baseline,20.92,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m01.70s -43d00m03.42s,0.1908,177.1527,Minkowskian Baseline,47.91,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m01.01s -43d00m50.52s,0.1834,26.4341,Minkowskian Baseline,56.2,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m02.72s -43d00m24.55s,0.2841,77.2257,Solenoidal Metric Schema (Iron),56.68,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h06m02.82s -43d00m26.46s,0.2047,128.8301,Minkowskian Baseline,54.81,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h06m00.71s -42d59m58.38s,0.3681,50.2219,Localized Torsional Inflection,38.54,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.13s -43d00m31.47s,0.2527,36.4608,Gasious Substrate Schema,28.17,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m02.57s -42d59m42.06s,0.2603,195.8531,Gasious Substrate Schema,45.03,MATCH: UCAC4 236-151833 (*),,
18h05m56.13s -42d59m47.25s,1.1054,253.0777,Baryonic Metric Substrate,27.28,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m02.16s -42d59m59.11s,0.4181,83.7185,Trefoil Metric Schema,53.68,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m01.40s -42d59m25.04s,0.3744,180.6755,Trefoil Metric Schema,42.12,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h06m03.35s -42d59m41.03s,0.2847,52.2104,Solenoidal Metric Schema (Iron),37.8,MATCH: UCAC4 236-151833 (*),,
18h06m03.49s -43d00m22.00s,0.2108,76.7728,Minkowskian Baseline,50.92,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h05m56.66s -42d59m47.23s,0.427,1.303,Trefoil Metric Schema,24.88,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m57.61s -42d59m55.43s,0.2486,103.4014,Gasious Substrate Schema,15.57,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m01.78s -43d00m07.57s,0.7719,106.5603,Metric Spacetime Anomaly,48.33,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m58.74s -43d00m10.08s,0.6555,88.0196,Metric Spacetime Anomaly,14.89,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.98s -42d59m11.88s,0.185,249.608,Minkowskian Baseline,32.98,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h06m01.91s -43d00m41.37s,0.2294,23.0855,Gasious Substrate Schema,58.3,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.45s -42d59m06.42s,0.3508,79.8911,Helical Metric Schema,39.9,MATCH: Gaia DR3 6724366966624159488 (WD?),,
18h06m01.52s -43d00m15.17s,0.2933,145.2573,Solenoidal Metric Schema (Iron),45.57,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.62s -43d00m02.93s,0.4867,121.3003,Metric Spacetime Anomaly,25.76,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m02.89s -42d59m37.79s,0.2327,9.7901,Gasious Substrate Schema,39.68,MATCH: UCAC4 236-151833 (*),,
18h05m58.41s -42d59m41.52s,0.3235,87.6694,Helical Metric Schema,31.37,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m03.53s -43d00m11.72s,0.2248,55.3472,Gasious Substrate Schema,57.27,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h05m58.83s -43d00m14.62s,0.379,132.6672,Trefoil Metric Schema,16.31,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.77s -43d00m04.60s,0.3636,5.3835,Trefoil Metric Schema,37.65,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.63s -43d00m14.56s,0.196,5.1106,Minkowskian Baseline,24.92,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.75s -43d00m08.00s,0.2998,284.6231,Solenoidal Metric Schema (Iron),26.1,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m58.17s -42d59m24.47s,0.283,57.2589,Solenoidal Metric Schema (Iron),47.13,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m57.12s -43d00m34.44s,0.2282,16.8658,Gasious Substrate Schema,14.9,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h06m02.86s -43d00m50.39s,0.4303,79.2529,Trefoil Metric Schema,48.08,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h06m01.41s -43d00m01.12s,1.3896,22.907,Metric Spacetime Anomaly,45.21,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m59.63s -42d59m55.25s,0.1972,97.6281,Minkowskian Baseline,29.13,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m04.03s -43d00m17.95s,0.258,3.5406,Gasious Substrate Schema,48.99,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h06m00.90s -42d59m41.54s,0.4973,303.9651,Localized Torsional Inflection,48.41,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m02.45s -42d59m15.54s,0.3842,28.6761,Trefoil Metric Schema,29.84,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h06m04.11s -43d00m26.34s,0.3675,37.827,Trefoil Metric Schema,42.88,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h06m03.13s -42d59m24.36s,0.3003,127.2286,Solenoidal Metric Schema (Iron),31.33,MATCH: UCAC4 236-151833 (*),,
18h05m55.80s -42d59m34.55s,0.353,27.9421,Helical Metric Schema,40.21,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m57.99s -43d00m33.92s,0.152,247.2636,Minkowskian Baseline,23.97,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h05m58.60s -43d00m46.96s,0.2353,84.342,Gasious Substrate Schema,30.14,MATCH: Gaia DR3 6724319648981335680 (EB*),,
18h06m00.76s -42d59m12.60s,0.4161,10.8296,Trefoil Metric Schema,35.08,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h05m56.71s -42d59m51.65s,0.2456,78.6181,Gasious Substrate Schema,20.54,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.41s -42d59m25.44s,0.4732,298.0894,Metric Spacetime Anomaly,47.63,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h05m58.73s -42d59m41.14s,0.4043,124.8531,Trefoil Metric Schema,33.14,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.92s -43d00m46.99s,1.7443,125.1233,Spacetime Curvature Limit (Black Hole),53.04,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m01.62s -43d00m32.87s,0.4858,65.6603,Metric Spacetime Anomaly,51.43,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m01.78s -43d00m55.05s,0.2888,98.8183,Solenoidal Metric Schema (Iron),59.98,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h06m03.62s -43d00m22.95s,0.291,208.2737,Solenoidal Metric Schema (Iron),49.21,MATCH: Gaia DR3 6724318961786578432 (EB*),,
18h06m00.37s -42d59m26.79s,0.349,81.5272,Helical Metric Schema,48.99,MATCH: Gaia DR3 6724320065570260480 (WD?),,
18h05m57.33s -42d59m17.34s,0.4859,15.4598,Metric Spacetime Anomaly,46.2,MATCH: Gaia DR3 6724366966624159488 (WD?),,
18h05m56.46s -43d00m24.21s,0.8903,32.7162,Baryonic Metric Substrate,16.81,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.45s -43d00m18.01s,0.2586,59.7389,Gasious Substrate Schema,34.39,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h05m56.54s -43d00m12.62s,0.8415,156.9447,Localized Torsional Inflection,9.44,MATCH: Gaia DR3 6724319962488528896 (WD?),,
18h06m00.04s -43d00m37.99s,0.2914,9.1326,Solenoidal Metric Schema (Iron),39.84,MATCH: Gaia DR3 6724319962488528896 (WD?),,
TF7,,,,,,,
--- INITIATING VOLUMETRIC METRIC SCAN ---,,,,,,,
"Target: RA 18.7, DEC -57.0",,,,,,,
Depth: 31000 XYZ,Radius: 10,,,,,,
Scanning Volume... Sampling 418 points.,,,,,,,
Structure Detected: 418 metric nodes.,,,,,,,
FULL SIMBAD REALITY CHECK - ALL NODES,,,,,,TF7,
PREDICTED COORDINATES,MODE (m),HELICITY,PREDICTED IDENTITY,OFFSET,REALITY CHECK,Closest OFFSET,2.89
18h41m58.14s -57d00m36.44s,0.2256,36.7052,Gasious Substrate Schema,35.78,MATCH: UCAC4 165-202648 (*),Average OFFSET,38.48117225
18h41m58.74s -57d00m34.40s,0.4274,115.267,Localized Torsional Inflection,30.96,MATCH: UCAC4 165-202648 (*),Max OFFSET,75.39
18h42m01.61s -56d59m26.74s,0.1817,236.1653,Minkowskian Baseline,44.32,MATCH: UCAC4 165-202648 (*),Number of Close Matches(OFFSET < 1 arcsecond),0
18h42m02.11s -56d59m18.96s,0.2943,27.9062,Solenoidal Metric Schema (Iron),52.49,MATCH: UCAC4 165-202648 (*),,
18h42m01.39s -57d00m02.04s,0.2757,159.9075,Gasious Substrate Schema,9.02,MATCH: UCAC4 165-202648 (*),No SIMBAD Match,0
18h41m57.39s -57d00m28.94s,0.42,6.455,Trefoil Metric Schema,36.05,MATCH: UCAC4 165-202648 (*),,
18h41m57.19s -57d00m08.51s,0.1958,224.6501,Minkowskian Baseline,32.96,MATCH: UCAC4 165-202648 (*),Structure Type,Count
18h42m06.17s -56d59m38.46s,0.2413,72.2405,Gasious Substrate Schema,51.91,MATCH: UCAC4 165-202648 (*),Gasious Substrate Schema,113
18h42m00.28s -57d00m33.82s,0.2545,174.1779,Gasious Substrate Schema,24.12,MATCH: UCAC4 165-202648 (*),Minkowskian Baseline,71
18h41m54.79s -56d59m49.04s,0.2086,14.622,Minkowskian Baseline,56.86,MATCH: UCAC4 165-202648 (*),Metric Spacetime Anomaly,69
18h41m55.66s -56d59m48.59s,0.1867,145.7991,Minkowskian Baseline,50.58,MATCH: UCAC4 165-202648 (*),Solenoidal Metric Schema (Iron),57
18h41m54.67s -57d00m05.96s,0.244,90.5261,Gasious Substrate Schema,53.69,MATCH: UCAC4 165-202648 (*),Trefoil Metric Schema,44
18h42m05.08s -57d00m28.98s,0.3338,0.2741,Helical Metric Schema,34.71,MATCH: WISE J184206.02-570102.6 (G),Helical Metric Schema,30
18h41m53.82s -57d00m36.07s,0.2804,155.4724,Solenoidal Metric Schema (Iron),65.41,MATCH: UCAC4 165-202648 (*),Localized Torsional Inflection,19
18h41m58.82s -56d59m23.10s,0.3369,134.4151,Helical Metric Schema,51.68,MATCH: UCAC4 165-202648 (*),Baryonic Metric Substrate,13
18h41m59.16s -56d59m30.67s,0.2931,55.3882,Solenoidal Metric Schema (Iron),43.62,MATCH: UCAC4 165-202648 (*),Spacetime Curvature Limit (Black Hole),2
18h42m01.38s -56d59m38.51s,0.2108,30.2625,Minkowskian Baseline,32.46,MATCH: UCAC4 165-202648 (*),,
18h42m04.16s -57d00m12.03s,1.0574,30.7153,Baryonic Metric Substrate,24.09,MATCH: UCAC4 165-202648 (*),,
18h41m59.33s -56d59m56.60s,0.5751,20.9012,Metric Spacetime Anomaly,21.03,MATCH: UCAC4 165-202648 (*),,
18h42m00.40s -57d00m17.06s,0.2371,219.6494,Localized Torsional Inflection,9.03,MATCH: UCAC4 165-202648 (*),,
18h41m53.31s -57d00m03.43s,0.3214,136.5258,Helical Metric Schema,65,MATCH: UCAC4 165-202648 (*),,
18h42m03.01s -57d00m29.19s,0.2561,144.0575,Gasious Substrate Schema,23.42,MATCH: UCAC4 165-202648 (*),,
18h41m53.57s -56d59m56.43s,0.1932,236.2948,Minkowskian Baseline,64.11,MATCH: UCAC4 165-202648 (*),,
18h42m01.75s -56d59m50.66s,0.4377,14.0811,Trefoil Metric Schema,20.75,MATCH: UCAC4 165-202648 (*),,
18h42m00.84s -56d59m43.88s,0.1863,515.7196,Minkowskian Baseline,27.23,MATCH: UCAC4 165-202648 (*),,
