--- SYSTEM REDIRECT ACTIVE: ALL SCANS WILL BE SAVED ---
--- IMAGE REDIRECT ACTIVE ---
--- INITIATING DEEP DRILL SCAN ---
Target: RA 17.761, DEC -29.008
Volume: 26000 to 26000.1 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
16000    | 00h11m47.1s +10d18m51s | 0.82   | 0.9999 | 0.179  | Ghost         | Radio / CMB     | DARK MATTER
16000    | 00h18m30.9s +10d14m43s | 0.67   | 0.8495 | 0.204  | Collapse      | X-Ray / Gamma   | SINGULARITY
16000    | 00h19m28.5s +10d14m07s | 0.67   | 0.8495 | 0.204  | Collapse      | X-Ray / Gamma   | SINGULARITY
16000    | 00h20m26.2s +10d13m32s | 0.67   | 0.8495 | 0.204  | Collapse      | X-Ray / Gamma   | SINGULARITY
16000    | 00h21m23.9s +10d12m56s | 1.18   | 0.9999 | 0.260  | Forming       | K-Band (IR)     | PROTO-MATTER
16000    | 00h27m09.9s +10d09m23s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 00h28m07.6s +10d08m48s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 00h29m05.3s +10d08m12s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 00h31m00.6s +10d07m01s | 1.24   | 0.9999 | 0.273  | Forming       | K-Band (IR)     | PROTO-MATTER
16000    | 00h38m42.0s +10d02m17s | 0.77   | 0.9999 | 0.169  | Ghost         | Radio / CMB     | DARK MATTER
16000    | 00h39m39.7s +10d01m42s | 0.77   | 0.9999 | 0.169  | Ghost         | Radio / CMB     | DARK MATTER
16000    | 00h40m37.4s +10d01m06s | 0.77   | 0.9999 | 0.169  | Ghost         | Radio / CMB     | DARK MATTER
16000    | 00h50m14.1s +09d55m11s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 00h51m11.7s +09d54m36s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 00h52m09.4s +09d54m00s | 1.32   | 0.9999 | 0.291  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 00h56m00.1s +09d51m38s | 0.75   | 0.9999 | 0.165  | Ghost         | Radio / CMB     | DARK MATTER
16000    | 00h56m57.7s +09d51m03s | 0.75   | 0.9999 | 0.165  | Ghost         | Radio / CMB     | DARK MATTER
16000    | 00h57m55.4s +09d50m27s | 0.75   | 0.9999 | 0.165  | Ghost         | Radio / CMB     | DARK MATTER
16000    | 00h58m53.1s +09d49m52s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 00h59m50.7s +09d49m16s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h00m48.4s +09d48m41s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h04m39.0s +09d46m19s | 1.44   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h05m36.7s +09d45m44s | 1.44   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h06m34.4s +09d45m08s | 1.44   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h07m32.0s +09d44m33s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h08m29.7s +09d43m57s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h09m27.4s +09d43m22s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h13m18.0s +09d40m60s | 0.74   | 0.9999 | 0.162  | Ghost         | Radio / CMB     | DARK MATTER
16000    | 01h14m15.7s +09d40m24s | 0.74   | 0.9999 | 0.162  | Ghost         | Radio / CMB     | DARK MATTER
16000    | 01h15m13.3s +09d39m49s | 0.74   | 0.9999 | 0.162  | Ghost         | Radio / CMB     | DARK MATTER
16000    | 01h16m11.0s +09d39m13s | 0.74   | 0.7267 | 0.307  | Collapse      | X-Ray / Gamma   | SINGULARITY
16000    | 01h17m08.7s +09d38m38s | 0.74   | 0.7267 | 0.307  | Collapse      | X-Ray / Gamma   | SINGULARITY
16000    | 01h18m06.3s +09d38m02s | 0.74   | 0.7267 | 0.307  | Collapse      | X-Ray / Gamma   | SINGULARITY
16000    | 01h19m04.0s +09d37m27s | 1.95   | 0.9999 | 0.428  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
16000    | 01h28m40.6s +09d31m32s | 3.67   | 0.9999 | 0.808  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
16000    | 01h33m28.9s +09d28m35s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h34m26.5s +09d27m60s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h35m24.2s +09d27m24s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h36m21.9s +09d26m49s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h37m19.5s +09d26m13s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h38m17.2s +09d25m38s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h42m07.8s +09d23m16s | 0.65   | 0.8570 | 0.195  | Collapse      | X-Ray / Gamma   | SINGULARITY
16000    | 01h43m05.5s +09d22m41s | 0.65   | 0.8570 | 0.195  | Collapse      | X-Ray / Gamma   | SINGULARITY
16000    | 01h44m03.1s +09d22m05s | 0.65   | 0.8570 | 0.195  | Collapse      | X-Ray / Gamma   | SINGULARITY
16000    | 01h47m53.7s +09d19m44s | 0.91   | 0.9892 | 0.204  | Forming       | K-Band (IR)     | PROTO-MATTER
16000    | 01h53m39.7s +09d16m11s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h54m37.3s +09d15m36s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h55m35.0s +09d15m00s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
16000    | 01h57m30.3s +09d13m49s | 1.54   | 0.9999 | 0.340  | Stable        | V-Band (Green)  | MAGNESIUM
16000    | 02h05m11.5s +09d09m06s | 0.82   | 0.9999 | 0.180  | Ghost         | Radio / CMB     | DARK MATTER
16000    | 02h06m09.1s +09d08m31s | 0.82   | 0.9999 | 0.180  | Ghost         | Radio / CMB     | DARK MATTER
16000    | 02h07m06.8s +09d07m55s | 0.82   | 0.9999 | 0.180  | Ghost         | Radio / CMB     | DARK MATTER

[SYSTEM] Results additionally saved to scan_results_log.txt
--- INITIATING DEEP DRILL SCAN ---
Target: RA 19.972, DEC 35.201
Volume: 7300 to 7300.02 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
----------------------------------------------------------------------------------------------------------------------
7300     | 00h22m01.3s +37d05m20s | 1.16   | 0.9999 | 0.256  | Forming       | K-Band (IR)     | PROTO-MATTER
7300     | 00h25m45.4s +37d19m33s | 1.40   | 0.9999 | 0.309  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 00h27m59.8s +37d28m04s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 00h29m29.5s +37d33m45s | 2.10   | 0.9999 | 0.462  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
7300     | 00h34m43.1s +37d53m39s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 00h35m27.9s +37d56m30s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 00h36m12.7s +37d59m20s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 00h36m57.5s +38d02m11s | 0.56   | 0.6293 | 0.312  | Collapse      | X-Ray / Gamma   | SINGULARITY
7300     | 00h37m42.3s +38d05m01s | 1.35   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 00h38m27.1s +38d07m52s | 1.35   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 00h41m26.3s +38d19m14s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 00h42m11.1s +38d22m04s | 0.29   | 0.6271 | 0.164  | Collapse      | X-Ray / Gamma   | SINGULARITY
7300     | 00h42m55.8s +38d24m55s | 0.29   | 0.6271 | 0.164  | Collapse      | X-Ray / Gamma   | SINGULARITY
7300     | 00h44m25.4s +38d30m36s | 4.41   | 0.9999 | 0.970  | Fuel          | UV / Lyman      | HYDROGEN
7300     | 00h51m53.2s +38d59m01s | 2.02   | 0.9999 | 0.444  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
7300     | 00h53m22.8s +39d04m42s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 00h54m07.6s +39d07m33s | 1.33   | 0.9999 | 0.293  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 00h55m37.1s +39d13m14s | 1.35   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 00h56m21.9s +39d16m04s | 1.35   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 00h59m20.9s +39d27m26s | 1.56   | 0.9999 | 0.343  | Stable        | V-Band (Green)  | MAGNESIUM
7300     | 01h01m35.2s +39d35m58s | 1.39   | 0.9999 | 0.306  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h02m20.0s +39d38m48s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h03m04.8s +39d41m39s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h06m48.6s +39d55m52s | 1.27   | 0.9999 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h07m33.3s +39d58m42s | 1.27   | 0.9999 | 0.281  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h13m31.3s +40d21m27s | 0.79   | 0.9999 | 0.173  | Ghost         | Radio / CMB     | DARK MATTER
7300     | 01h14m16.0s +40d24m17s | 0.79   | 0.9999 | 0.173  | Ghost         | Radio / CMB     | DARK MATTER
7300     | 01h17m59.8s +40d38m30s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h18m44.5s +40d41m20s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h20m14.0s +40d47m02s | 1.34   | 0.9999 | 0.294  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h20m58.7s +40d49m52s | 1.34   | 0.9999 | 0.294  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h21m43.4s +40d52m43s | 0.86   | 0.9445 | 0.213  | Forming       | K-Band (IR)     | PROTO-MATTER
7300     | 01h22m28.2s +40d55m33s | 1.34   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h23m12.9s +40d58m24s | 1.34   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h26m56.5s +41d12m36s | 1.45   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h27m41.3s +41d15m27s | 1.45   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h29m10.7s +41d21m08s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h29m55.4s +41d23m59s | 1.38   | 0.9999 | 0.303  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h30m40.2s +41d26m49s | 1.27   | 0.8114 | 0.424  | Collapse      | X-Ray / Gamma   | SINGULARITY
7300     | 01h36m37.9s +41d49m34s | 1.52   | 0.9999 | 0.335  | Stable        | V-Band (Green)  | MAGNESIUM
7300     | 01h41m50.8s +42d09m28s | 0.55   | 0.7940 | 0.190  | Collapse      | X-Ray / Gamma   | SINGULARITY
7300     | 01h44m05.0s +42d17m59s | 1.65   | 0.9999 | 0.363  | High-Tension  | B/V (Violet)    | CALCIUM
7300     | 01h49m17.8s +42d37m53s | 0.74   | 0.9999 | 0.163  | Ghost         | Radio / CMB     | DARK MATTER
7300     | 01h50m02.5s +42d40m44s | 0.74   | 0.9999 | 0.163  | Ghost         | Radio / CMB     | DARK MATTER
7300     | 01h50m47.2s +42d43m35s | 1.73   | 0.8090 | 0.582  | Collapse      | X-Ray / Gamma   | SINGULARITY
7300     | 01h51m31.9s +42d46m25s | 1.21   | 0.9999 | 0.266  | Forming       | K-Band (IR)     | PROTO-MATTER
7300     | 01h55m15.3s +43d00m38s | 1.42   | 0.9999 | 0.313  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h57m29.4s +43d09m10s | 1.49   | 0.8177 | 0.490  | Collapse      | X-Ray / Gamma   | SINGULARITY
7300     | 01h58m14.1s +43d12m00s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h58m58.8s +43d14m51s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 01h59m43.4s +43d17m42s | 0.39   | 0.6881 | 0.182  | Collapse      | X-Ray / Gamma   | SINGULARITY
7300     | 02h00m28.1s +43d20m32s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h01m12.8s +43d23m23s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h04m56.2s +43d37m36s | 1.30   | 0.9999 | 0.286  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h05m40.8s +43d40m26s | 1.30   | 0.9999 | 0.286  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h06m25.5s +43d43m17s | 1.11   | 0.9999 | 0.243  | Forming       | K-Band (IR)     | PROTO-MATTER
7300     | 02h07m10.2s +43d46m08s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h07m54.8s +43d48m58s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h10m53.5s +44d00m20s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h13m52.1s +44d11m43s | 1.48   | 0.9999 | 0.326  | Stable        | V-Band (Green)  | MAGNESIUM
7300     | 02h16m50.8s +44d23m05s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h17m35.4s +44d25m56s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h19m04.7s +44d31m37s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h19m49.4s +44d34m28s | 1.33   | 0.9999 | 0.292  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h21m18.7s +44d40m09s | 1.10   | 0.9999 | 0.241  | Forming       | K-Band (IR)     | PROTO-MATTER
7300     | 02h22m47.9s +44d45m50s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h28m45.1s +45d08m35s | 2.25   | 0.9999 | 0.495  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
7300     | 02h32m28.2s +45d22m48s | 0.94   | 0.8590 | 0.281  | Collapse      | X-Ray / Gamma   | SINGULARITY
7300     | 02h33m12.9s +45d25m39s | 0.94   | 0.8590 | 0.281  | Collapse      | X-Ray / Gamma   | SINGULARITY
7300     | 02h33m57.5s +45d28m29s | 1.34   | 0.9999 | 0.295  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h36m11.4s +45d37m01s | 2.67   | 0.9999 | 0.588  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
7300     | 02h36m56.0s +45d39m52s | 1.35   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h37m40.6s +45d42m42s | 1.35   | 0.9999 | 0.296  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h39m09.9s +45d48m24s | 0.77   | 0.9999 | 0.170  | Ghost         | Radio / CMB     | DARK MATTER
7300     | 02h39m54.5s +45d51m14s | 0.77   | 0.9999 | 0.170  | Ghost         | Radio / CMB     | DARK MATTER
7300     | 02h41m23.7s +45d56m55s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h42m08.4s +45d59m46s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h43m37.6s +46d05m27s | 2.97   | 0.9999 | 0.653  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
7300     | 02h45m06.8s +46d11m08s | 1.38   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h45m51.4s +46d13m59s | 1.42   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h46m36.0s +46d16m50s | 1.42   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h48m05.3s +46d22m31s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h48m49.9s +46d25m22s | 1.31   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h49m34.5s +46d28m12s | 0.96   | 0.7101 | 0.420  | Collapse      | X-Ray / Gamma   | SINGULARITY
7300     | 02h51m03.7s +46d33m54s | 0.99   | 0.9604 | 0.237  | Forming       | K-Band (IR)     | PROTO-MATTER
7300     | 02h52m32.9s +46d39m35s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h53m17.5s +46d42m25s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h54m02.1s +46d45m16s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 02h58m29.7s +47d02m20s | 1.47   | 0.9999 | 0.324  | Stable        | V-Band (Green)  | MAGNESIUM
7300     | 03h05m55.5s +47d30m46s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h06m40.1s +47d33m37s | 1.39   | 0.9999 | 0.307  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h11m52.2s +47d53m31s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h12m36.7s +47d56m22s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h13m21.3s +47d59m13s | 1.35   | 0.9999 | 0.297  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h20m47.0s +48d27m39s | 0.90   | 0.9999 | 0.197  | Forming       | K-Band (IR)     | PROTO-MATTER
7300     | 03h21m31.5s +48d30m30s | 1.29   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h22m16.1s +48d33m20s | 1.29   | 0.9999 | 0.283  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h28m12.5s +48d56m06s | 1.95   | 0.9999 | 0.429  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
7300     | 03h30m26.2s +49d04m38s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h31m10.7s +49d07m28s | 1.37   | 0.9999 | 0.301  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h32m39.8s +49d13m10s | 1.35   | 0.9795 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h33m24.4s +49d16m00s | 1.35   | 0.9795 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h34m08.9s +49d18m51s | 1.37   | 0.9999 | 0.302  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h34m53.4s +49d21m42s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h35m38.0s +49d24m32s | 1.38   | 0.9999 | 0.304  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h38m36.1s +49d35m55s | 1.40   | 0.9999 | 0.308  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h39m20.7s +49d38m46s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h40m05.2s +49d41m36s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h41m34.3s +49d47m18s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h42m18.8s +49d50m08s | 1.41   | 0.9999 | 0.310  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h43m03.3s +49d52m59s | 1.75   | 0.9999 | 0.385  | High-Tension  | B/V (Violet)    | CALCIUM
7300     | 03h47m30.5s +50d10m03s | 1.28   | 0.9999 | 0.282  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h50m28.5s +50d21m26s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h51m13.1s +50d24m17s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h54m11.1s +50d35m39s | 1.41   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
7300     | 03h57m53.7s +50d49m53s | 1.23   | 0.9999 | 0.270  | Forming       | K-Band (IR)     | PROTO-MATTER

[SYSTEM] Results additionally saved to scan_results_log.txt
--- INITIATING DEEP DRILL SCAN ---
Target: RA 5.576, DEC 22.015
Volume: 6500 to 6500.02 XYZ

XYZ      | Coordinate             | PULL   | Sync   | m      | Stab.         | Band            | IDENTITY
----------------------------------------------------------------------------------------------------------------------
6500     | 08h14m43.8s +22d08m52s | 3.52   | 0.9999 | 0.775  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
6500     | 08h10m04.5s +22d10m28s | 1.45   | 0.9999 | 0.318  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
6500     | 08h09m29.6s +22d10m40s | 1.32   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
6500     | 08h08m54.7s +22d10m52s | 1.32   | 0.9999 | 0.289  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
6500     | 08h06m00.3s +22d11m52s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
6500     | 08h05m25.4s +22d12m04s | 1.36   | 0.9999 | 0.300  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
6500     | 08h03m05.9s +22d12m53s | 1.39   | 0.9999 | 0.305  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
6500     | 07h57m17.1s +22d14m53s | 1.88   | 0.9999 | 0.414  | High-Tension  | B/V (Violet)    | CALCIUM
6500     | 07h52m38.2s +22d16m30s | 0.69   | 0.9999 | 0.152  | Ghost         | Radio / CMB     | DARK MATTER
6500     | 07h51m28.5s +22d16m54s | 5.20   | 0.9999 | 1.145  | Fuel          | UV / Lyman      | HYDROGEN
6500     | 07h50m18.8s +22d17m19s | 0.64   | 0.8698 | 0.187  | Collapse      | X-Ray / Gamma   | SINGULARITY
6500     | 07h49m43.9s +22d17m31s | 0.64   | 0.8698 | 0.187  | Collapse      | X-Ray / Gamma   | SINGULARITY
6500     | 07h48m34.2s +22d17m55s | 0.74   | 0.9999 | 0.162  | Ghost         | Radio / CMB     | DARK MATTER
6500     | 07h47m59.4s +22d18m07s | 0.74   | 0.9999 | 0.162  | Ghost         | Radio / CMB     | DARK MATTER
6500     | 07h45m40.0s +22d18m55s | 0.80   | 0.9999 | 0.176  | Ghost         | Radio / CMB     | DARK MATTER
6500     | 07h39m51.6s +22d20m57s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
6500     | 07h39m16.8s +22d21m09s | 1.29   | 0.9999 | 0.284  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
6500     | 07h35m13.0s +22d22m34s | 0.35   | 0.6520 | 0.181  | Collapse      | X-Ray / Gamma   | SINGULARITY
6500     | 07h34m03.4s +22d22m58s | 1.58   | 0.9999 | 0.348  | Stable        | V-Band (Green)  | MAGNESIUM
6500     | 07h32m53.8s +22d23m23s | 0.76   | 0.9999 | 0.167  | Ghost         | Radio / CMB     | DARK MATTER
6500     | 07h32m19.0s +22d23m35s | 0.76   | 0.9999 | 0.167  | Ghost         | Radio / CMB     | DARK MATTER
6500     | 07h29m59.7s +22d24m23s | 1.69   | 0.8832 | 0.477  | Collapse      | X-Ray / Gamma   | SINGULARITY
6500     | 07h28m15.3s +22d24m60s | 1.42   | 0.9999 | 0.312  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
6500     | 07h27m40.5s +22d25m12s | 0.93   | 0.7320 | 0.384  | Collapse      | X-Ray / Gamma   | SINGULARITY
6500     | 07h27m05.7s +22d25m24s | 0.93   | 0.7320 | 0.384  | Collapse      | X-Ray / Gamma   | SINGULARITY
6500     | 07h23m02.1s +22d26m50s | 1.43   | 0.9999 | 0.314  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
6500     | 07h22m27.4s +22d27m02s | 2.29   | 0.9999 | 0.504  | Life-Stable   | B-Band (Blue)   | HELIUM/CARBON
6500     | 07h20m43.0s +22d27m38s | 1.41   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
6500     | 07h20m08.2s +22d27m51s | 1.41   | 0.9999 | 0.311  | MAX STABILITY | V-Band (Yellow) | IRON (Fe-56)
